Sequence ID,Start,End,Motif
>XP_027534469.1 glucose-6-phosphatase 2 isoform X4 [Neopelma chrysocephalum],,,None found
>XP_027534468.1 glucose-6-phosphatase 2 isoform X4 [Neopelma chrysocephalum],,,None found
>XP_027534467.1 glucose-6-phosphatase 2 isoform X4 [Neopelma chrysocephalum],,,None found
>XP_027534466.1 glucose-6-phosphatase 2 isoform X4 [Neopelma chrysocephalum],,,None found
>XP_027534465.1 glucose-6-phosphatase 2 isoform X4 [Neopelma chrysocephalum],,,None found
>XP_027534464.1 glucose-6-phosphatase 2 isoform X3 [Neopelma chrysocephalum],,,None found
>XP_027534463.1 glucose-6-phosphatase 2 isoform X2 [Neopelma chrysocephalum],,,None found
>XP_027534461.1 glucose-6-phosphatase 2 isoform X2 [Neopelma chrysocephalum],,,None found
>XP_027534460.1 glucose-6-phosphatase 2 isoform X1 [Neopelma chrysocephalum],,,None found
>XP_026722925.1 glucose-6-phosphatase 3 [Athene cunicularia],,,None found
>XP_026708510.1 glucose-6-phosphatase 2 isoform X2 [Athene cunicularia],,,None found
>XP_026708509.1 glucose-6-phosphatase 2 isoform X2 [Athene cunicularia],,,None found
>XP_026708508.1 glucose-6-phosphatase 2 isoform X1 [Athene cunicularia],,,None found
>XP_026720573.1 glucose-6-phosphatase [Athene cunicularia],348,351,AMIDATION
>XP_026720573.1 glucose-6-phosphatase [Athene cunicularia],200,203,AMIDATION
>XP_026720573.1 glucose-6-phosphatase [Athene cunicularia],,,None found
>XP_026653465.1 glucose-6-phosphatase isoform X2 [Zonotrichia albicollis],,,None found
>XP_026647527.1 glucose-6-phosphatase 2 isoform X2 [Zonotrichia albicollis],,,None found
>XP_005494410.2 glucose-6-phosphatase isoform X1 [Zonotrichia albicollis],,,None found
>XP_014120598.1 glucose-6-phosphatase 2 isoform X1 [Zonotrichia albicollis],,,None found
>XP_025940325.1 glucose-6-phosphatase 2 isoform X2 [Apteryx rowi],,,None found
>XP_025940324.1 glucose-6-phosphatase 2 isoform X1 [Apteryx rowi],,,None found
>XP_025927105.1 glucose-6-phosphatase isoform X3 [Apteryx rowi],351,354,AMIDATION
>XP_025927105.1 glucose-6-phosphatase isoform X3 [Apteryx rowi],,,None found
>XP_025927104.1 glucose-6-phosphatase isoform X2 [Apteryx rowi],350,353,AMIDATION
>XP_025927104.1 glucose-6-phosphatase isoform X2 [Apteryx rowi],,,None found
>XP_025927103.1 glucose-6-phosphatase isoform X1 [Apteryx rowi],359,362,AMIDATION
>XP_025927103.1 glucose-6-phosphatase isoform X1 [Apteryx rowi],,,None found
>XP_025913028.1 glucose-6-phosphatase 3 [Apteryx rowi],,,None found
>XP_025900367.1 glucose-6-phosphatase [Nothoprocta perdicaria],,,None found
>XP_025897197.1 glucose-6-phosphatase 3 [Nothoprocta perdicaria],,,None found
>XP_025890785.1 glucose-6-phosphatase 2 isoform X2 [Nothoprocta perdicaria],,,None found
>XP_025890777.1 glucose-6-phosphatase 2 isoform X1 [Nothoprocta perdicaria],,,None found
>XP_023798483.1 glucose-6-phosphatase [Cyanistes caeruleus],,,None found
>XP_023798411.1 glucose-6-phosphatase 3 [Cyanistes caeruleus],,,None found
>XP_023786824.1 glucose-6-phosphatase 2 isoform X5 [Cyanistes caeruleus],,,None found
>XP_023786823.1 glucose-6-phosphatase 2 isoform X4 [Cyanistes caeruleus],,,None found
>XP_023786822.1 glucose-6-phosphatase 2 isoform X3 [Cyanistes caeruleus],,,None found
>XP_023786821.1 glucose-6-phosphatase 2 isoform X2 [Cyanistes caeruleus],,,None found
>XP_023786820.1 glucose-6-phosphatase 2 isoform X1 [Cyanistes caeruleus],,,None found
>PKU41280.1 glucose-6-phosphatase [Limosa lapponica baueri],289,292,AMIDATION
>PKU41280.1 glucose-6-phosphatase [Limosa lapponica baueri],139,142,AMIDATION
>PKU41280.1 glucose-6-phosphatase [Limosa lapponica baueri],,,None found
>PKU29328.1 glucose-6-phosphatase 3 [Limosa lapponica baueri],,,None found
">PKK29471.1 glucose-6-phosphatase, catalytic, 2, transcript variant X3 [Columba livia]",,,None found
">PKK29470.1 glucose-6-phosphatase, catalytic, 2, transcript variant X1 [Columba livia]",,,None found
">PKK29469.1 glucose-6-phosphatase, catalytic, 2, transcript variant X2 [Columba livia]",,,None found
">PKK18877.1 glucose-6-phosphatase, catalytic subunit [Columba livia]",139,142,AMIDATION
">PKK18877.1 glucose-6-phosphatase, catalytic subunit [Columba livia]",,,None found
>OXB76840.1 UNVERIFIED_CONTAM: hypothetical protein H355_002533 [Colinus virginianus],,,None found
>OXB71109.1 UNVERIFIED_CONTAM: hypothetical protein H355_015882 [Colinus virginianus],139,142,AMIDATION
>OXB71109.1 UNVERIFIED_CONTAM: hypothetical protein H355_015882 [Colinus virginianus],,,None found
">OXB69276.1 hypothetical protein ASZ78_011396, partial [Callipepla squamata]",,,None found
>OXB55961.1 hypothetical protein ASZ78_011406 [Callipepla squamata],,,None found
>OXB55281.1 hypothetical protein ASZ78_014075 [Callipepla squamata],139,142,AMIDATION
>OXB55281.1 hypothetical protein ASZ78_014075 [Callipepla squamata],,,None found
">OXB51075.1 UNVERIFIED_CONTAM: hypothetical protein H355_010725, partial [Colinus virginianus]",,,None found
>OWK54800.1 Glucose-6-phosphatase [Lonchura striata],,,None found
>OWK54235.1 Glucose-6-phosphatase 2 [Lonchura striata],,,None found
>OWK53154.1 Glucose-6-phosphatase 3 [Lonchura striata],,,None found
>XP_021254210.1 glucose-6-phosphatase 2 isoform X3 [Numida meleagris],,,None found
>XP_021254209.1 glucose-6-phosphatase 2 isoform X2 [Numida meleagris],,,None found
>XP_021254208.1 glucose-6-phosphatase 2 isoform X2 [Numida meleagris],,,None found
>XP_021254207.1 glucose-6-phosphatase 2 isoform X2 [Numida meleagris],,,None found
>XP_021254206.1 glucose-6-phosphatase 2 isoform X2 [Numida meleagris],,,None found
>XP_021254205.1 glucose-6-phosphatase 2 isoform X2 [Numida meleagris],,,None found
>XP_021254204.1 glucose-6-phosphatase 2 isoform X2 [Numida meleagris],,,None found
>XP_021254203.1 glucose-6-phosphatase 2 isoform X2 [Numida meleagris],,,None found
>XP_021254202.1 glucose-6-phosphatase 2 isoform X1 [Numida meleagris],,,None found
>XP_021254201.1 glucose-6-phosphatase 2 isoform X1 [Numida meleagris],,,None found
>XP_021254200.1 glucose-6-phosphatase 2 isoform X1 [Numida meleagris],,,None found
>XP_021254199.1 glucose-6-phosphatase 2 isoform X1 [Numida meleagris],,,None found
>XP_021254198.1 glucose-6-phosphatase 2 isoform X1 [Numida meleagris],,,None found
>XP_021254197.1 glucose-6-phosphatase 2 isoform X1 [Numida meleagris],,,None found
>XP_021233644.1 glucose-6-phosphatase [Numida meleagris],213,216,AMIDATION
>XP_021233644.1 glucose-6-phosphatase [Numida meleagris],67,70,AMIDATION
>XP_021233644.1 glucose-6-phosphatase [Numida meleagris],,,None found
>XP_021233530.1 glucose-6-phosphatase 3 [Numida meleagris],,,None found
>XP_021233529.1 glucose-6-phosphatase 3 [Numida meleagris],,,None found
>OPJ80014.1 glucose-6-phosphatase 2 [Patagioenas fasciata monilis],,,None found
>OPJ74608.1 glucose-6-phosphatase 3 [Patagioenas fasciata monilis],121,131,THIOL_PROTEASE_HIS
>OPJ74608.1 glucose-6-phosphatase 3 [Patagioenas fasciata monilis],,,None found
>OPJ74548.1 glucose-6-phosphatase [Patagioenas fasciata monilis],139,142,AMIDATION
>OPJ74548.1 glucose-6-phosphatase [Patagioenas fasciata monilis],,,None found
">XP_019329220.1 PREDICTED: glucose-6-phosphatase 3, partial [Aptenodytes forsteri]",,,None found
>XP_009273157.1 PREDICTED: glucose-6-phosphatase 2 isoform X2 [Aptenodytes forsteri],,,None found
>XP_009273156.1 PREDICTED: glucose-6-phosphatase 2 isoform X1 [Aptenodytes forsteri],,,None found
>XP_009281191.1 PREDICTED: glucose-6-phosphatase [Aptenodytes forsteri],139,142,AMIDATION
>XP_009281191.1 PREDICTED: glucose-6-phosphatase [Aptenodytes forsteri],,,None found
>XP_017694239.1 PREDICTED: glucose-6-phosphatase 3 isoform X3 [Lepidothrix coronata],242,245,AMIDATION
>XP_017694239.1 PREDICTED: glucose-6-phosphatase 3 isoform X3 [Lepidothrix coronata],,,None found
>XP_017694238.1 PREDICTED: glucose-6-phosphatase 3 isoform X2 [Lepidothrix coronata],,,None found
>XP_017694237.1 PREDICTED: glucose-6-phosphatase 3 isoform X1 [Lepidothrix coronata],,,None found
>XP_017689608.1 PREDICTED: glucose-6-phosphatase [Lepidothrix coronata],139,142,AMIDATION
>XP_017689608.1 PREDICTED: glucose-6-phosphatase [Lepidothrix coronata],,,None found
>XP_017692401.1 PREDICTED: glucose-6-phosphatase 2 isoform X5 [Lepidothrix coronata],,,None found
>XP_017692393.1 PREDICTED: glucose-6-phosphatase 2 isoform X5 [Lepidothrix coronata],,,None found
>XP_017692382.1 PREDICTED: glucose-6-phosphatase 2 isoform X5 [Lepidothrix coronata],,,None found
>XP_017692375.1 PREDICTED: glucose-6-phosphatase 2 isoform X5 [Lepidothrix coronata],,,None found
>XP_017692370.1 PREDICTED: glucose-6-phosphatase 2 isoform X5 [Lepidothrix coronata],,,None found
>XP_017692362.1 PREDICTED: glucose-6-phosphatase 2 isoform X5 [Lepidothrix coronata],,,None found
>XP_017692352.1 PREDICTED: glucose-6-phosphatase 2 isoform X4 [Lepidothrix coronata],,,None found
>XP_017692345.1 PREDICTED: glucose-6-phosphatase 2 isoform X3 [Lepidothrix coronata],,,None found
>XP_017692336.1 PREDICTED: glucose-6-phosphatase 2 isoform X2 [Lepidothrix coronata],,,None found
>XP_017692330.1 PREDICTED: glucose-6-phosphatase 2 isoform X2 [Lepidothrix coronata],,,None found
>XP_017692321.1 PREDICTED: glucose-6-phosphatase 2 isoform X2 [Lepidothrix coronata],,,None found
>XP_017692313.1 PREDICTED: glucose-6-phosphatase 2 isoform X2 [Lepidothrix coronata],,,None found
>XP_017692307.1 PREDICTED: glucose-6-phosphatase 2 isoform X1 [Lepidothrix coronata],,,None found
>XP_017596062.1 PREDICTED: glucose-6-phosphatase 3 [Corvus brachyrhynchos],,,None found
>XP_008633009.1 PREDICTED: glucose-6-phosphatase 2 [Corvus brachyrhynchos],,,None found
>XP_008638823.1 PREDICTED: glucose-6-phosphatase [Corvus brachyrhynchos],139,142,AMIDATION
>XP_008638823.1 PREDICTED: glucose-6-phosphatase [Corvus brachyrhynchos],,,None found
>XP_016155383.1 PREDICTED: glucose-6-phosphatase 2 [Ficedula albicollis],,,None found
>XP_005062292.1 PREDICTED: glucose-6-phosphatase 3 [Ficedula albicollis],,,None found
>XP_005059732.1 PREDICTED: glucose-6-phosphatase [Ficedula albicollis],,,None found
>XP_014814680.1 PREDICTED: glucose-6-phosphatase [Calidris pugnax],139,142,AMIDATION
>XP_014814680.1 PREDICTED: glucose-6-phosphatase [Calidris pugnax],,,None found
>XP_014814458.1 PREDICTED: glucose-6-phosphatase 3 [Calidris pugnax],,,None found
>XP_014814457.1 PREDICTED: glucose-6-phosphatase 3 [Calidris pugnax],,,None found
>XP_014809976.1 PREDICTED: glucose-6-phosphatase 2 isoform X4 [Calidris pugnax],,,None found
>XP_014809975.1 PREDICTED: glucose-6-phosphatase 2 isoform X3 [Calidris pugnax],,,None found
>XP_014809974.1 PREDICTED: glucose-6-phosphatase 2 isoform X3 [Calidris pugnax],,,None found
>XP_014809973.1 PREDICTED: glucose-6-phosphatase 2 isoform X2 [Calidris pugnax],,,None found
>XP_014809971.1 PREDICTED: glucose-6-phosphatase 2 isoform X1 [Calidris pugnax],,,None found
>XP_014746402.1 PREDICTED: glucose-6-phosphatase 2 isoform X3 [Sturnus vulgaris],,,None found
>XP_014746401.1 PREDICTED: glucose-6-phosphatase 2 isoform X2 [Sturnus vulgaris],,,None found
>XP_014746400.1 PREDICTED: glucose-6-phosphatase 2 isoform X1 [Sturnus vulgaris],,,None found
>XP_014744950.1 PREDICTED: glucose-6-phosphatase 3 [Sturnus vulgaris],,,None found
>XP_014740911.1 PREDICTED: glucose-6-phosphatase [Sturnus vulgaris],139,142,AMIDATION
>XP_014740911.1 PREDICTED: glucose-6-phosphatase [Sturnus vulgaris],,,None found
>KQK96072.1 glucose-6-phosphatase 2 [Amazona aestiva],,,None found
>KQK79067.1 glucose-6-phosphatase [Amazona aestiva],139,142,AMIDATION
>KQK79067.1 glucose-6-phosphatase [Amazona aestiva],,,None found
>XP_014116497.1 PREDICTED: glucose-6-phosphatase 3 [Pseudopodoces humilis],,,None found
>XP_005531541.2 PREDICTED: glucose-6-phosphatase [Pseudopodoces humilis],,,None found
>XP_014104747.1 PREDICTED: glucose-6-phosphatase 2 isoform X1 [Pseudopodoces humilis],,,None found
>XP_005519827.1 PREDICTED: glucose-6-phosphatase 2 isoform X2 [Pseudopodoces humilis],,,None found
>XP_009323685.1 PREDICTED: glucose-6-phosphatase 2 isoform X2 [Pygoscelis adeliae],,,None found
>XP_009323684.1 PREDICTED: glucose-6-phosphatase 2 isoform X1 [Pygoscelis adeliae],,,None found
>XP_009324864.1 PREDICTED: glucose-6-phosphatase [Pygoscelis adeliae],139,142,AMIDATION
>XP_009324864.1 PREDICTED: glucose-6-phosphatase [Pygoscelis adeliae],,,None found
>XP_010571445.1 PREDICTED: glucose-6-phosphatase 3 [Haliaeetus leucocephalus],,,None found
>XP_010583936.1 PREDICTED: glucose-6-phosphatase [Haliaeetus leucocephalus],139,142,AMIDATION
>XP_010583936.1 PREDICTED: glucose-6-phosphatase [Haliaeetus leucocephalus],,,None found
>XP_010565519.1 PREDICTED: glucose-6-phosphatase 2 [Haliaeetus leucocephalus],,,None found
>XP_010296583.1 PREDICTED: glucose-6-phosphatase 2 isoform X2 [Balearica regulorum gibbericeps],,,None found
>XP_010296582.1 PREDICTED: glucose-6-phosphatase 2 isoform X1 [Balearica regulorum gibbericeps],,,None found
>XP_010292464.1 PREDICTED: glucose-6-phosphatase 2 isoform X2 [Phaethon lepturus],,,None found
>XP_010292463.1 PREDICTED: glucose-6-phosphatase 2 isoform X1 [Phaethon lepturus],,,None found
">XP_010289684.1 PREDICTED: glucose-6-phosphatase 3, partial [Phaethon lepturus]",,,None found
>XP_010295685.1 PREDICTED: glucose-6-phosphatase [Phaethon lepturus],199,202,AMIDATION
>XP_010295685.1 PREDICTED: glucose-6-phosphatase [Phaethon lepturus],,,None found
">KFP39394.1 Glucose-6-phosphatase 2, partial [Chlamydotis macqueenii]",,,None found
>XP_010219033.1 PREDICTED: glucose-6-phosphatase 2 [Tinamus guttatus],,,None found
>XP_010128977.1 PREDICTED: glucose-6-phosphatase 2 isoform X2 [Chlamydotis macqueenii],,,None found
>XP_010128976.1 PREDICTED: glucose-6-phosphatase 2 isoform X1 [Chlamydotis macqueenii],,,None found
>XP_010190172.1 PREDICTED: glucose-6-phosphatase 2 [Mesitornis unicolor],,,None found
>XP_010187293.1 PREDICTED: glucose-6-phosphatase [Mesitornis unicolor],139,142,AMIDATION
>XP_010187293.1 PREDICTED: glucose-6-phosphatase [Mesitornis unicolor],,,None found
>XP_010071769.1 PREDICTED: glucose-6-phosphatase 2 [Pterocles gutturalis],,,None found
>XP_010153808.1 PREDICTED: glucose-6-phosphatase 2 [Eurypyga helias],,,None found
">KFO08849.1 Glucose-6-phosphatase 2, partial [Balearica regulorum gibbericeps]",,,None found
>XP_010141530.1 PREDICTED: glucose-6-phosphatase 2 isoform X2 [Buceros rhinoceros silvestris],,,None found
>XP_010141529.1 PREDICTED: glucose-6-phosphatase 2 isoform X1 [Buceros rhinoceros silvestris],,,None found
>XP_009994423.1 PREDICTED: glucose-6-phosphatase 2 isoform X2 [Chaetura pelagica],,,None found
>XP_009994422.1 PREDICTED: glucose-6-phosphatase 2 isoform X1 [Chaetura pelagica],,,None found
>XP_009992428.1 PREDICTED: glucose-6-phosphatase isoform X2 [Chaetura pelagica],139,142,AMIDATION
>XP_009992428.1 PREDICTED: glucose-6-phosphatase isoform X2 [Chaetura pelagica],,,None found
>XP_009992427.1 PREDICTED: glucose-6-phosphatase isoform X1 [Chaetura pelagica],,,None found
>XP_009992703.1 PREDICTED: glucose-6-phosphatase 3 [Chaetura pelagica],,,None found
>XP_009982315.1 PREDICTED: glucose-6-phosphatase [Tauraco erythrolophus],139,142,AMIDATION
>XP_009982315.1 PREDICTED: glucose-6-phosphatase [Tauraco erythrolophus],,,None found
>XP_009982095.1 PREDICTED: glucose-6-phosphatase 2 [Tauraco erythrolophus],,,None found
>XP_010015573.1 PREDICTED: glucose-6-phosphatase 2 isoform X2 [Nestor notabilis],,,None found
>XP_010015572.1 PREDICTED: glucose-6-phosphatase 2 isoform X1 [Nestor notabilis],,,None found
>XP_009957478.1 PREDICTED: glucose-6-phosphatase isoform X2 [Leptosomus discolor],139,142,AMIDATION
>XP_009957478.1 PREDICTED: glucose-6-phosphatase isoform X2 [Leptosomus discolor],,,None found
>XP_009957477.1 PREDICTED: glucose-6-phosphatase isoform X1 [Leptosomus discolor],139,142,AMIDATION
>XP_009957477.1 PREDICTED: glucose-6-phosphatase isoform X1 [Leptosomus discolor],,,None found
>XP_009947588.1 PREDICTED: glucose-6-phosphatase 2 [Leptosomus discolor],,,None found
>XP_009932372.1 PREDICTED: glucose-6-phosphatase 2 isoform X2 [Opisthocomus hoazin],,,None found
>XP_009932371.1 PREDICTED: glucose-6-phosphatase 2 isoform X1 [Opisthocomus hoazin],,,None found
>XP_009943063.1 PREDICTED: glucose-6-phosphatase [Opisthocomus hoazin],142,145,AMIDATION
>XP_009943063.1 PREDICTED: glucose-6-phosphatase [Opisthocomus hoazin],,,None found
>XP_009892881.1 PREDICTED: glucose-6-phosphatase 2 [Charadrius vociferus],,,None found
>XP_009892089.1 PREDICTED: glucose-6-phosphatase [Charadrius vociferus],139,142,AMIDATION
>XP_009892089.1 PREDICTED: glucose-6-phosphatase [Charadrius vociferus],,,None found
>XP_009870532.1 PREDICTED: glucose-6-phosphatase [Apaloderma vittatum],143,146,AMIDATION
>XP_009870532.1 PREDICTED: glucose-6-phosphatase [Apaloderma vittatum],,,None found
>XP_009864927.1 PREDICTED: glucose-6-phosphatase 2 [Apaloderma vittatum],,,None found
>XP_009704520.1 PREDICTED: glucose-6-phosphatase 2 [Cariama cristata],,,None found
">KGL87621.1 Glucose-6-phosphatase 2, partial [Charadrius vociferus]",,,None found
">KGL85810.1 Glucose-6-phosphatase, partial [Charadrius vociferus]",136,139,AMIDATION
">KGL85810.1 Glucose-6-phosphatase, partial [Charadrius vociferus]",,,None found
>KGL73137.1 Glucose-6-phosphatase 2 [Tinamus guttatus],,,None found
>XP_009580239.1 PREDICTED: glucose-6-phosphatase 2 isoform X2 [Fulmarus glacialis],,,None found
>XP_009580238.1 PREDICTED: glucose-6-phosphatase 2 isoform X1 [Fulmarus glacialis],,,None found
>XP_009462955.1 PREDICTED: glucose-6-phosphatase 3 [Nipponia nippon],,,None found
>XP_009460302.1 PREDICTED: glucose-6-phosphatase 2 [Nipponia nippon],,,None found
>XP_009460192.1 PREDICTED: glucose-6-phosphatase [Nipponia nippon],192,195,AMIDATION
>XP_009460192.1 PREDICTED: glucose-6-phosphatase [Nipponia nippon],,,None found
">XP_009477158.1 PREDICTED: glucose-6-phosphatase 2-like, partial [Pelecanus crispus]",,,None found
>XP_009475897.1 PREDICTED: glucose-6-phosphatase 2-like [Pelecanus crispus],,,None found
">KFZ68785.1 Glucose-6-phosphatase, partial [Podiceps cristatus]",135,138,AMIDATION
">KFZ68785.1 Glucose-6-phosphatase, partial [Podiceps cristatus]",,,None found
">KFZ68656.1 Glucose-6-phosphatase 2, partial [Podiceps cristatus]",,,None found
">KFZ58317.1 Glucose-6-phosphatase 2, partial [Antrostomus carolinensis]",,,None found
">KFW94933.1 Glucose-6-phosphatase 2, partial [Phalacrocorax carbo]",,,None found
">KFW86859.1 Glucose-6-phosphatase 2, partial [Manacus vitellinus]",,,None found
">KFW81030.1 Glucose-6-phosphatase, partial [Manacus vitellinus]",136,139,AMIDATION
">KFW81030.1 Glucose-6-phosphatase, partial [Manacus vitellinus]",,,None found
">KFW68062.1 Glucose-6-phosphatase 2, partial [Pygoscelis adeliae]",,,None found
">KFW61438.1 Glucose-6-phosphatase, partial [Pygoscelis adeliae]",139,142,AMIDATION
">KFW61438.1 Glucose-6-phosphatase, partial [Pygoscelis adeliae]",,,None found
">KFW08882.1 Glucose-6-phosphatase 2, partial [Eurypyga helias]",,,None found
">KFW08655.1 Glucose-6-phosphatase 2, partial [Fulmarus glacialis]",,,None found
>KFV72451.1 Glucose-6-phosphatase 2 [Struthio camelus australis],,,None found
">KFV59430.1 Glucose-6-phosphatase 2, partial [Tyto alba]",,,None found
">KFV54932.1 Glucose-6-phosphatase, partial [Gavia stellata]",132,135,AMIDATION
">KFV54932.1 Glucose-6-phosphatase, partial [Gavia stellata]",,,None found
">KFV49522.1 Glucose-6-phosphatase 2, partial [Gavia stellata]",,,None found
">KFV16020.1 Glucose-6-phosphatase, partial [Tauraco erythrolophus]",136,139,AMIDATION
">KFV16020.1 Glucose-6-phosphatase, partial [Tauraco erythrolophus]",,,None found
">KFV15777.1 Glucose-6-phosphatase 2, partial [Tauraco erythrolophus]",,,None found
">KFU97790.1 Glucose-6-phosphatase 2, partial [Pterocles gutturalis]",,,None found
">KFU88538.1 Glucose-6-phosphatase 2, partial [Chaetura pelagica]",,,None found
">KFU87009.1 Glucose-6-phosphatase, partial [Chaetura pelagica]",136,139,AMIDATION
">KFU87009.1 Glucose-6-phosphatase, partial [Chaetura pelagica]",,,None found
>XP_009079850.1 PREDICTED: glucose-6-phosphatase [Acanthisitta chloris],139,142,AMIDATION
>XP_009079850.1 PREDICTED: glucose-6-phosphatase [Acanthisitta chloris],,,None found
>XP_009074405.1 PREDICTED: glucose-6-phosphatase 2 isoform X2 [Acanthisitta chloris],,,None found
>XP_009074404.1 PREDICTED: glucose-6-phosphatase 2 isoform X1 [Acanthisitta chloris],,,None found
">XP_009083291.1 PREDICTED: glucose-6-phosphatase 3, partial [Acanthisitta chloris]",,,None found
>KFR10284.1 Glucose-6-phosphatase 2 [Opisthocomus hoazin],,,None found
">KFR03283.1 Glucose-6-phosphatase, partial [Opisthocomus hoazin]",127,130,AMIDATION
">KFR03283.1 Glucose-6-phosphatase, partial [Opisthocomus hoazin]",,,None found
">KFQ94624.1 Glucose-6-phosphatase 2, partial [Nipponia nippon]",,,None found
">KFQ94573.1 Glucose-6-phosphatase, partial [Nipponia nippon]",136,139,AMIDATION
">KFQ94573.1 Glucose-6-phosphatase, partial [Nipponia nippon]",,,None found
">KFQ72950.1 Glucose-6-phosphatase 2, partial [Phoenicopterus ruber ruber]",,,None found
">KFQ70770.1 Glucose-6-phosphatase, partial [Phaethon lepturus]",136,139,AMIDATION
">KFQ70770.1 Glucose-6-phosphatase, partial [Phaethon lepturus]",,,None found
">KFQ68605.1 Glucose-6-phosphatase 2, partial [Phaethon lepturus]",,,None found
">KFQ59304.1 Glucose-6-phosphatase 2, partial [Pelecanus crispus]",,,None found
>KFQ52123.1 Glucose-6-phosphatase 2 [Nestor notabilis],,,None found
">KFQ40403.1 Glucose-6-phosphatase 2, partial [Mesitornis unicolor]",,,None found
">KFQ38853.1 Glucose-6-phosphatase, partial [Mesitornis unicolor]",135,138,AMIDATION
">KFQ38853.1 Glucose-6-phosphatase, partial [Mesitornis unicolor]",,,None found
">KFQ28029.1 Glucose-6-phosphatase, partial [Merops nubicus]",136,139,AMIDATION
">KFQ28029.1 Glucose-6-phosphatase, partial [Merops nubicus]",,,None found
">KFQ17684.1 Glucose-6-phosphatase 2, partial [Merops nubicus]",,,None found
">KFQ16131.1 Glucose-6-phosphatase, partial [Leptosomus discolor]",136,139,AMIDATION
">KFQ16131.1 Glucose-6-phosphatase, partial [Leptosomus discolor]",,,None found
">KFQ09461.1 Glucose-6-phosphatase 2, partial [Leptosomus discolor]",,,None found
">KFP95178.1 Glucose-6-phosphatase 2, partial [Haliaeetus albicilla]",,,None found
">KFP87454.1 Glucose-6-phosphatase, partial [Acanthisitta chloris]",136,139,AMIDATION
">KFP87454.1 Glucose-6-phosphatase, partial [Acanthisitta chloris]",,,None found
">KFP86181.1 Glucose-6-phosphatase 2, partial [Apaloderma vittatum]",,,None found
">KFP81490.1 Glucose-6-phosphatase 2, partial [Acanthisitta chloris]",,,None found
">KFP68021.1 Glucose-6-phosphatase 2, partial [Cariama cristata]",,,None found
">KFP53203.1 Glucose-6-phosphatase 2, partial [Cathartes aura]",,,None found
">KFP31615.1 Glucose-6-phosphatase 2, partial [Colius striatus]",217,233,TNF_1
">KFP31615.1 Glucose-6-phosphatase 2, partial [Colius striatus]",,,None found
">KFP28446.1 Glucose-6-phosphatase, partial [Colius striatus]",136,139,AMIDATION
">KFP28446.1 Glucose-6-phosphatase, partial [Colius striatus]",,,None found
">KFP17552.1 Glucose-6-phosphatase 2, partial [Egretta garzetta]",,,None found
">KFP08967.1 Glucose-6-phosphatase, partial [Egretta garzetta]",136,139,AMIDATION
">KFP08967.1 Glucose-6-phosphatase, partial [Egretta garzetta]",,,None found
">KFO97556.1 Glucose-6-phosphatase, partial [Calypte anna]",136,139,AMIDATION
">KFO97556.1 Glucose-6-phosphatase, partial [Calypte anna]",,,None found
">KFO97090.1 Glucose-6-phosphatase 2, partial [Calypte anna]",,,None found
">KFO94160.1 Glucose-6-phosphatase 2, partial [Buceros rhinoceros silvestris]",,,None found
">KFO72216.1 Glucose-6-phosphatase 2, partial [Cuculus canorus]",,,None found
">KFO72113.1 Glucose-6-phosphatase, partial [Cuculus canorus]",136,139,AMIDATION
">KFO72113.1 Glucose-6-phosphatase, partial [Cuculus canorus]",,,None found
">KFO71351.1 Glucose-6-phosphatase 3, partial [Cuculus canorus]",,,None found
">KFO59999.1 Glucose-6-phosphatase 2, partial [Corvus brachyrhynchos]",,,None found
">KFO52652.1 Glucose-6-phosphatase, partial [Corvus brachyrhynchos]",136,139,AMIDATION
">KFO52652.1 Glucose-6-phosphatase, partial [Corvus brachyrhynchos]",,,None found
">KFV71115.1 Glucose-6-phosphatase 2, partial [Dryobates pubescens]",217,233,TNF_1
">KFV71115.1 Glucose-6-phosphatase 2, partial [Dryobates pubescens]",,,None found
">KFV67652.1 Glucose-6-phosphatase, partial [Dryobates pubescens]",136,139,AMIDATION
">KFV67652.1 Glucose-6-phosphatase, partial [Dryobates pubescens]",,,None found
>XP_008936739.1 PREDICTED: glucose-6-phosphatase [Merops nubicus],139,142,AMIDATION
>XP_008936739.1 PREDICTED: glucose-6-phosphatase [Merops nubicus],,,None found
>XP_008934238.1 PREDICTED: glucose-6-phosphatase 2 [Merops nubicus],,,None found
">KFM04568.1 Glucose-6-phosphatase 2, partial [Aptenodytes forsteri]",,,None found
">KFM01312.1 Glucose-6-phosphatase, partial [Aptenodytes forsteri]",139,142,AMIDATION
">KFM01312.1 Glucose-6-phosphatase, partial [Aptenodytes forsteri]",,,None found
